Ma quale e' il raggruppamento a cui telefonare o scrivere per parlare di Donna Moderna?	FAQ
In attesa vostre comunicazioni cordialmente saluto.	FAQ
domani devo	FAQ
mancata spedizione giornale	FAQ
Sto eseguendo la registrazione ma non va in porto perchè non rispetto i requisiti minimi della password. Posso sapere quali sono?	FAQ
Buongiorno,devo disdire l'abbonamento a Ciak,e lo vorrei fare online.E' possibile,e nel caso si potesse fare,com'è la procedura?Cordiali saluti Umberto Improta.	FAQ
Non riesco ad entrare nell'area clienti  per via dell'user name troppo corto  eseguito alla prima iscrizione  di Focus Storia di qualche anno fa.	FAQ
Se più studenti devono accedere alla copia della rivista online, devono usare tutti la stessa password con i dati d'accesso della scuola?	FAQ
Mi è arrivata una mail dove diceva di entrare nell'area clienti per disdire il rinnovo automatico. Ora sono nell'area clienti dove posso trovare la sezione per disdire abbonamenti?	FAQ
buona sera sono pascalis emanuela( prov cagliari residente in localirtà san giorgio jerzu indirizzo di posta pascalis emanuela località san giorgio case sparse villaputzu) sono una vostra abbonata ho rinnovato da poco l abbonamento per cucina moderna ma non l' ho ancora ricevuto vorrei sapere se e tutto aposto.grazie della cortese attenzione	OrdiniAccountPersonali
devo stampare bollettini per pagare	FAQ
stampare bollettini postali per pagare	FAQ
come trovo i  dati dell'account dell'abbonato 492847561	FAQ
è possibile avere la fattura degli abbonamenti?	OrdiniAccountPersonali
sono gia' tre volte che non ricevo Panorama. Come posso fare per avere i numeri mancanti/essere risarcito?	OrdiniAccountPersonali
i numeri prossimidellaRivista Panorama al mio indirizzo estivo in 70014 Conversano C.da Castellana n.16 a mio nomedi Arienzo Pietro	OrdiniAccountPersonali
Non ho ricevuto gli ultimi 2 numeri di Focus Pico	OrdiniAccountPersonali
Gentili signori, non abbiamo ricevuto il numero di luglio di FOCUS per il quale abbiamo un abbinamenti a 24 mesi a nome bagni paola codice utente 57673542	OrdiniAccountPersonali
Buonasera, ho appena regalato un abbonamento Focus Junior, ma la mail di conferma riporta il mio indirizzo di residenza invece di quello del destinatario	OrdiniAccountPersonali
Come accedo area cliente	FAQ
Non ho ancora ricevuto il primo numero di focus  junior, 59802097	OrdiniAccountPersonali
Sono abbonato a Panorama 415244243 Massimo Napotnik chiedo di sospendere invio del settimanale Panorama per il mese di Agosto perchè sono in ferie. In attesa di Vostra risposta, distinti saluti.MN	FAQ
Buongiorno ho ricevuto il primo numero di focus junior ma all'interno non ho trovato il bollettino x pagare.	OrdiniAccountPersonali
spedizione	FAQ
ho sottoscritto un abbonamento a quattroruote pagandolo il 12 giugno ma  a distanza di 1,5 mesi non ho ancora ricevuto una copia della rivista.	OrdiniAccountPersonali
non ho ricevuto il mio primo numero di dove	OrdiniAccountPersonali
Quale è l'i.v.a. sulle capsule?	Prodotto
Spedizione?	FAQ
Come posso ordinare?	FAQ
pagamento	FAQ
come funziona il pagamento?	FAQ
come funziona il contrassegno?	FAQ
capsule	Prodotto
minimo ordina	FAQ
come viene spedito il caffè?	FAQ
quale è il minimo ordinabile di macchine da caffè?	Prodotto
Dove posso acuistare	FAQ
Di cosa si occupa?	FAQ
Costi di spedizione	FAQ
Costi di spedizione?	FAQ
spedizione	FAQ
come viene spedito il caf	FAQ
Come funziona il metodo di pagamento in 'contrassegno'?	FAQ
iva	FAQ
macchine da caffè	Prodotto
quale è il minimo di capsule?	Prodotto
Qual è il quantitativo minimo ordinabile per le capsule?	Prodotto
costi spedizione?	FAQ
Come si inserisce un link?	FAQ
Come posso inserire un link?	FAQ
tempi di spedizione	FAQ
spese di trasporto?	FAQ
quanto è l'iva sulle capsule'	FAQ
quale è iva capsule?	Prodotto
quale è l'iva capsule?	Prodotto
username e password non funzionano	FAQ
credenziali sbagliate	FAQ
quale è l'iva sulle capsule?	Prodotto
volevo sapere	Prodotto
prezzi fascia 1	FAQ
Per avere i prezzi fascia 1 capsule?	Prodotto
per cambiare la password	FAQ
per cambiare la password ?	FAQ
per cambiare la password dopo il primo accesso	FAQ
posso usare caffitaly con macchina delonghi	Prodotto
dopo quanti giorni arrivano le cialde ?	FAQ
quando arriva l'ordine?	OrdiniAccountPersonali
annullare ordine	OrdiniAccountPersonali
come avviene la spedizione?	FAQ
Ho confermato l'ordine mi è apparsa una schermata di scritte, tornando indietro si riparte dal riepilogo	OrdiniAccountPersonali
Tempi di spedizione?	FAQ
Cosa vendete?	FAQ
quale è l'iva sulle capsule	Prodotto
poichè devo far provare il prodotto posso prenderne 24 pz ?raggiungendo sempre il box di diversi qualita di caffe'	FAQ
Qual è il numero minimo di capsule che posso ordinare?	Prodotto
Qual è il numero minimo di capsule che devo ordinare?	Prodotto
Qual è il numero minimo di macchine da caffè che devo ordinare?	Prodotto
Qual è il numero minimo di macchine che devo ordinare?	Prodotto
Qual è l'iva delle capsule?	Prodotto
Qual è l'iva per le capsule?	Prodotto
A quanto ammonta l'iva sulla capsule?	FAQ
A chi è affidata la consegna dei prodotti ordinati?	FAQ
A chi è affidata la consegna dei prodotti?	FAQ
Chi spedisce i prodotti ordinati?	FAQ
Chi paga il trasporto?	FAQ
Chi deve pagare il trasporto?	FAQ
A chi competono le spese di trasporto?	FAQ
A carico di chi sono le spese di trasporto?	FAQ
Quanto costa il trasporto?	FAQ
Quali sono le spese di trasporto?	FAQ
Quanto si paga per il trasporto?	FAQ
A quanto ammonta il trasporto?	FAQ
Entro quanto arrivano i prodotti?	FAQ
Quali sono i tempi di attesa per la consegna?	FAQ
In quanto tempo avviene la consegna?	FAQ
Si può utilizzare un proprio corriere?	FAQ
E' consentito utilizzare un corriere personale?	FAQ
Si può scegliere il corriere?	FAQ
Si può usare un corriere diverso?	FAQ
quale è il minimo capsule?	Prodotto
Si può selezionare un corriere diverso?	FAQ
Si può usare un proprio corriere?	FAQ
Il materiale arriva in un unico viaggio?	FAQ
In quante soluzioni arriva il materiale?	FAQ
In quanti viaggi arriva il materiale?	FAQ
A quanto ammontano le spese di spedizione?	FAQ
Quanto si paga la spedizione?	FAQ
la spedizione quanto costa	FAQ
posso aggiungere un prodotto	FAQ
8 macchine diadema	Prodotto
per ordinare	FAQ
Come si ordina?	FAQ
spese di spedizione?	FAQ
Quanto costa la spedizione	FAQ
quanto costa la spedizione?	FAQ
quante cialde posso ordinare al massimo?	FAQ
costi di trasporto	FAQ
quanto costa il trasporto	FAQ
quanto costano le capsule?	Prodotto
quante posso ordinare	FAQ
quanti posso ordinare	FAQ
costo spedizione	FAQ
prezzo	FAQ
quanto caffè devo ordinare?	FAQ
corriere	FAQ
Spese di spedizione	FAQ
è arrivato l'ordine?	OrdiniAccountPersonali
spesa	FAQ
ho bisogno che l'ordine che sto completatndo mi venga consegnato e fatturato	OrdiniAccountPersonali
ho bisogno che l'ordine che sto completatndo mi venga consegnato e fatturato con data Aprile	OrdiniAccountPersonali
spese spdzini	FAQ
spese spedizoni	FAQ
spese logistiche	FAQ
spese spedizione	FAQ
costi spedizione	FAQ
la capsula	Prodotto
macchine	Prodotto
struttura capsula	Prodotto
quanto costa spedire in spagna	FAQ
quanto costa la spedizione in spagna	FAQ
costi logistici	FAQ
quanto costa spedizione	FAQ
capsula	Prodotto
costa di spedire	FAQ
volevo conoscere il rpezzo di spedizione	FAQ
prezzo di spedizione	FAQ
quantita minima acquistabile	FAQ
quante cialde devo acquistare?	FAQ
o ritirare presso tnt point	FAQ
QUALI SONO I COSTI DI SPEDIZIONE?	FAQ
devo registrarmi per effettuare un ordine?	OrdiniAccountPersonali
Non trovo più la password	FAQ
posso recuperare la password?	FAQ
costi?	FAQ
costo	FAQ
costo trasporto	FAQ
prezzo trasporto	FAQ
quanto costa spedire il caffè?	FAQ
quanto costa spedire?	FAQ
che tempo fa?	FAQ
che tempo fa'?	FAQ
il pagamento è sicuro?	FAQ
posso acquistare senza registrazione?	FAQ
vorrei acquistare senza registrarmi	Prodotto
pagamento sicuro?	FAQ
come posso pagare?	FAQ
che tipo di capsule?	Prodotto
quanto costa spedire a bologna?	FAQ
posso pagare con carta di credito?	FAQ
PREZZO NETTO MUREX COME DA CIRCOLARE A  60 + IVA	FAQ
buongiorno, volevo chiedere il motivo per cui il totale ordine che ho appena effettutato è pari a zero	OrdiniAccountPersonali
ho appena inserito un ordine di macchine s15, per un totale di 12 macchine. il totale dell'ordine però risulta essere zero , per avere più idicazione , in alto a destra della mia videata è apparso una notifica con scritto che l'ordine è stato inserito in una promozione	OrdiniAccountPersonali
ordine	OrdiniAccountPersonali
Come  accordi presi con il sig Bergamini per il pag. delle macchine  in pag	Prodotto
per il pagamento ric. bancaria 30 gg fine mese	FAQ
CIAO CHIARA SAI QUANDO PARTE L'ORDINE	OrdiniAccountPersonali
vorrei conoscere le miscele di caffè	Prodotto
vorrei aumentare il the tot 96 sull'ordine n 2780	OrdiniAccountPersonali
Salve, vorrei fare un ordine ma non visualizzo la pagina delle capsule.	OrdiniAccountPersonali
a CORTESE ATTENZIONE VALENTINA  , COME DA ACCORDI  CON SIG MANZINI SPEDIZIONE IN PORTO FRANCO - PREGASI PRENDER NOTA DI EMAIL INVIATA A PARTE CON OPERATIVO ESPLICATIVO OCNSEGNA COMPOSIZIONE  PEDANE COME INDICATO PRESSO LE LOGISTICHE INDICATE NEL PDF	FAQ
dove è il mio ordine	OrdiniAccountPersonali
Consegnate il sabato?	FAQ
Tracking spedizione	FAQ
posso chiedere	FAQ
ho appena effettuato un ordine che desidero annullare	OrdiniAccountPersonali
spese	FAQ
dove posso trovare un rivenditore a bologna	FAQ
a quanto ammontano le spese di trasporto	FAQ
spedizioni	FAQ
metodo pagamento	FAQ
Buongiorno volevo chiedere cortesemente quando sarà in consegna l'ordine ultimo di caffè	OrdiniAccountPersonali
iva caffè ganoderma	FAQ
iva ganoderma	FAQ
cioccoata iva	FAQ
dove posso acquistare le capsule?	Prodotto
LA MACCHINA IN PROMOZIONE	Prodotto
MACCHINA CAFFE ANPHORA	Prodotto
iva teaa	FAQ
iva tea	FAQ
iva prodotti	FAQ
Buongiorno, volevo far presente che, l'ordine n.3962 del 28/06 (oggi) va a sostituire completamente l'ordine precedente n.3961. Grazie . CoffeeSprint	OrdiniAccountPersonali
Cosa?	FAQ
ricambi macchine	Prodotto
cassetto capsule	Prodotto
capsule per dolcegusto?	Prodotto
quali macchine caffè?	Prodotto
iva lacapsula	FAQ
iva caffè nespresso	FAQ
IVA caffe	FAQ
Vorrei ordinare delle macchine s043	Prodotto
no non vorrei macchine in promo ma le s04	Prodotto
salve, è possibile acquistare i vostri prodotti online?	FAQ
buona sera nell' inviare un ordine la schermata si è bloccata. successivamente sono andato a controllare l' esito dell'ordine è lo stato è: salvato.	OrdiniAccountPersonali
abbiamo appena effettuato un ordine, prego voler mandare 192 box corposo omaggio. grazie	OrdiniAccountPersonali
si prega mandare 192 box corposo omaggio in riferimento all'ultimo ordine effettuato.	OrdiniAccountPersonali
non ricordo la pass del portale del negozio di san donato	FAQ
devo cambiare dati di fatturazione come posso fare?	FAQ
un ricambio sottotazzina macchina	Prodotto
quali sono le varietà di caffè disponibili?	Prodotto
che tipi di capsule avete?	Prodotto
di cosa ti occupi?	FAQ
si, ma quanti tipi di capsule?	Prodotto
quanti cazzo di tipi di capsule avete a listino?	Prodotto
il prezzo è comprensivo di iva?	FAQ
che tipi di pagamento accettate?	FAQ
come spedite?	FAQ
ultimo ordine?	OrdiniAccountPersonali
dove trovo un ordine non confermato?	OrdiniAccountPersonali
buon giorno	FAQ
per la promozione Diadema gli ordini già si possono fare??	OrdiniAccountPersonali
per fare l'ordine vado direttamente nella sezione delle macchine?	OrdiniAccountPersonali
Buongiorno, volevo ordinare tutti i modelli della diadema ma non è possibile, quando saranno disponibili ?	Prodotto
ordine in elaborazione	OrdiniAccountPersonali
modifica dati difatturazione e spedizione	FAQ
Salve. dovrei ordibnare le macchine in promozione come da mail e come da materale pubblicitario da voi inviato. devo mettere nell'ordine qualche codice visto che il prezzo è normale e nn scontato?	OrdiniAccountPersonali
nn ho altro da chiedere a questo punto nn vado avanti con l'ordine	OrdiniAccountPersonali
Salve, vorremmo sapere la previsione di arrivo del nostro ordine n.6274 frl 07/10/2016. Grazie mille e buon lavoro a tutti.	OrdiniAccountPersonali
non mi da la possibilita' di vedere le quantita' da ordinare	FAQ
sull'ordine 6655 del 19-10-2016 non mi ha lasciato mettere le note:	OrdiniAccountPersonali
ordine per novembre, attendere conferma	OrdiniAccountPersonali
Buonasera sulle s16 cè la promozione, ma compare il prezzo di 70,00 euro	FAQ
Minima spedizione	FAQ
quantità minima	FAQ
modifica profilo	FAQ
profilo	FAQ
come si annulla un ordine salvato	OrdiniAccountPersonali
La vecchia password non va più bene	FAQ
COME FACCIO A VEDERE ORDINE PRECEDENTE	OrdiniAccountPersonali
Come posso pagare?	FAQ
SONO SOLO?	FAQ
quali pagamenti	FAQ
NON TROVO UN NEGOZIO	FAQ
posso pagare con carta?	FAQ
quali taglie ci sono^	Prodotto
posso pagare con carte di credito?	FAQ
come posso pagare	FAQ
accetta visa?	FAQ
costi di spedizione	FAQ
tempi di consegna	FAQ
chi è il corriere?	FAQ
milano	FAQ
stato ordine	OrdiniAccountPersonali
reso	FAQ
quali misure avete	Prodotto
quali taglie avete	Prodotto
fate anche il 36?	FAQ
Il mio ordine non arriva	OrdiniAccountPersonali
Punti vendita Napoli viaDuomo	FAQ
Ischia punto vendita	FAQ
ci sono spese di spedizione ?	FAQ
non avete più numero 43?	OrdiniAccountPersonali
Genova	FAQ
Punto vendita giarre	FAQ
Cercavo un modello di ciabatta un po vecchio perchè ha dato dimostrazione di qualita	Prodotto
salve, cercavo articolo 36314 nero 38	Prodotto
I prezzi dove son?	FAQ
I prezzi	FAQ
per cambiare un articolo?	FAQ
Dove posso trovare il prodotto 56823?	FAQ
dove posso trovare il prodotto 34645?	FAQ
dove posso trovare il prodotto 2345	FAQ
dove posso trovare il prodotto 224	FAQ
dove posso trovare il prodotto 333	FAQ
a Taranto  dove trovo un negozio?	FAQ
Vorrei pagare con bonifico bancario	FAQ
Desidererei avere un consiglio su un delle ciabatte estive e conferma della data di spedizione per eventuali ordini.Grazie	OrdiniAccountPersonali
spedizione	FAQ
ciabatte	Prodotto
QUANTO COSTANO LE SPESE DI SPEDIZIONE E CONTRASSEGNO?	FAQ
Non riesco a fare l'ordine ... 3382020626	OrdiniAccountPersonali
Non riesco a fare l'ordine 3382020626	OrdiniAccountPersonali
Vorrei ordinare i sandali uomo marroni 43 modello 90hb26jgn come posso fare ?	Prodotto
non trovo dei sandali che avevo visto tempo fa	FAQ
Ho bisogno un paio  di i fradite. No sono tanto brava sul telefono	Prodotto
roma	FAQ
roma sud	FAQ
vorrei il sandalo art 90511282 blu 38 ma non lo trovo per fare l'ordine	OrdiniAccountPersonali
da che importo non si pagano le spese di spedizione?	FAQ
Buongiorno, Vi scrivo per sapere se esiste ancora in produzione un tipo di sandalo che avevo comprato, e che, vorrei ricomprare, in quanto mi sono trovata molto bene.	Prodotto
Prezzi	FAQ
salve, potrei avere il numero di tracciatura del mio ordine n.2016-08516? Grazie.	OrdiniAccountPersonali
Buongiorno, mi sapreste dire quali sono i vostri negozi fly flot di Roma nei pressi del cap 00135?  Grazie	FAQ
Dove si trova, attualmente, il mio ordine?	OrdiniAccountPersonali
Avete sandali bianchi neri o blu misura 37	Prodotto
Cerco Fly Flot pantofola estiva da donna tg 42	Prodotto
ottimo prodotto ottima vestibilità	FAQ
Torino	FAQ
Ciabatte invernali	Prodotto
buon giorno dovrei sostiture un articolo acquistato perchè piccolo cosa devo fare?	FAQ
se acquisto adesso, in quanto tempo mi arrivano?	FAQ
Prezzo	FAQ
Password persa	FAQ
Vorrei sandali con la zeppa bianco con fibbia	Prodotto
Buongiorno, posso pagare con bonifico?	FAQ
Dove trovo un punto vendita vicino a Milano?	FAQ
Posso acquistare online?	FAQ
Posso pagare con carta di credito?	FAQ
posso pagare con bonifico?	FAQ
che tempo fa a bologna?	FAQ
dove posso acquistarle?	FAQ
inserisco username e password ma non riesco ad entrare	FAQ
volevo sapere vorrei acquistare un paio di ciabatte online ma nn ce x queste ciabatte carrello	Prodotto
Roma portiensr	FAQ
a quanto ammontano le spese di spedizione a Roma, per favore?	FAQ
Vorrei acquistare le Bio style donna CD 9023I115 GG ma nn le trovo sull'E shop	Prodotto
sono un rivenditore di calzature volevo sapere in provincia di NA chi sono i grossisti oppure se ci sono rappresentanti di zona. Grazie anticipatamente Antonio	Prodotto
Buongiorno, vorrei acquistare le ciabatte cod. 90823009 BE ma non vedo la taglia 42, ne avete disponibili?	Prodotto
vorrei acquistare un paio di ciabatte sanitarie, ma dal sito non compare la taglia 42, vorrei sapere se è disponibilie o no.	Prodotto
il costo?	FAQ
punto  vendita   napoli   centro	FAQ
Ciabatte in gomma	Prodotto
Negozi a reggio emilia	FAQ
Dove trovo i prodotti Fly Flot?	FAQ
i prezzi di alcuni articoli	FAQ
Quali taglie ci sono?	Prodotto
Buonasera, sono interessata ad aquistare l'articolo donna COD. 90810618 KE, ma non riesco a selezionare il colore. In automatico il sistema prende le ciabatte di colore blu e solo questo colore può essere inserito nel carrello. Io invece le vorrei rosse...	Prodotto
non ci sono i prezzi?	FAQ
Punto vendita vicino scicli	FAQ
ho già acquistato da voi ma nn riesco a ripetere l'operazione	OrdiniAccountPersonali
ci sono spese di spedizione del prodotto scelto?	FAQ
Spese di spedizione	FAQ
come faccio a sapere a quale punto è il mio ordine?	OrdiniAccountPersonali
I vostri prodotti sono certificati?	FAQ
quanto costano le spese di spedizione?	FAQ
non vedo il prezzo !	FAQ
ho sbagliato l'articolo ordinato posso modificarloprima della spedizione	FAQ
per acquistare queste ciabatte codice 90t41048ne on-line posso?	Prodotto
Busalla genova	FAQ
salve, come posso acquistare il modello 90240754 SV ?	Prodotto
perchè non vedo il prezzo?	FAQ
Dove trovo i punti di vendita a Bologna?	FAQ
dove trovo i prodotti a roma	FAQ
si grazie! Notizie precise del mio ordine online 2016-09768 del 26 u.s., per cortesia?	OrdiniAccountPersonali
COSA DEVO FARE COL CODICE DI SICUREZZA?	FAQ
dove trovo un vostro negozio?	FAQ
un negozio vicino a me?	FAQ
negozi a milano?	FAQ
quali taglie ci sono	Prodotto
pagamenti	FAQ
contrassegno	FAQ
la calzata è regolare ? Mio marito ha un 40 devo prendere il suo numero?	OrdiniAccountPersonali
vorrei sapere la misura del tacco del modello 90L70645we	Prodotto
volevo sapere l altezza del tacco....	Prodotto
la misura del tacco del modello	Prodotto
Buongiorno volevo ordinare un paio di ciabatte che in questo momento non sono disponibili, quando saranno disponibili il COD 90820094BC?	Prodotto
il prodotto che vorrei acquistare non è in vendita on line. come posso fare	FAQ
Posso sapere se posso pagare con Carta Prepagata Postapay?	FAQ
sara' possibile ricevere il mio ordine entro venerdi 14 ottobre??	OrdiniAccountPersonali
dove trovo punti di venditta	FAQ
Quali sono le ciabatte durello	Prodotto
Adrano  Catania	FAQ
Il punto di vendita a Senigallia oppure a Marzocca	FAQ
dove i negozi fly flot a terracina e vicinanze?	FAQ
punto vendita reggio emilia	FAQ
Punto vendita a somma ves Napoli e dintorni	FAQ
flay flot punti vendita caserta e provincia	FAQ
Rivoli Torino	FAQ
Punto vendita portici	FAQ
carrara-avenza  negozio più vicino	FAQ
Mi trovo a Carrara il punto vendita più vicino è ?	FAQ
punto vendita milano	FAQ
Neg cat vend vosti articoli	FAQ
roma 00133	FAQ
negozi a prato	FAQ
Punto vendita più  vicino a Mestre Ve	FAQ
DOVE TROVARE PUNTO VENDITA NELLA PROVINCIA DI TARANTO	FAQ
buongiorno, come faccio a verificare lo stato del mio ordine numero  2016-010180?	OrdiniAccountPersonali
Ciabatte estive	Prodotto
Negozio piu vicino	FAQ
ostia Roma	FAQ
Dove si trova a Milano	FAQ
Dove si trovano vicino a tortoli  prov o	FAQ
Roma zonar coni	FAQ
punti vendita como cantu	FAQ
Bologna	FAQ
dove trovare negozi in bari	FAQ
Punti vendita Roma  parioli pratisalario	FAQ
Negozi piu vi ini della fly flot .it	FAQ
Quali prezzi hanno	Prodotto
Voglio ordinare  le pantofole professionali come devo fare  per l'ordine	OrdiniAccountPersonali
dove trovo prodotti flai flot	FAQ
Vorrei sapere il punto vendita di Milano	FAQ
2016-010509 numero ordine confermato, è arrivata mail ma indirizzo e il cognome...INDIRIZZO DI SPEDIZIONE VIA CAMPAGNANO 4/D 00189 ROMA A NOME SILVIA SALVATORI ASPETTO CONFERMA RICEZIONE GRAZIE	OrdiniAccountPersonali
dal momento che sto facendo un ordine di art 90N30606 WH colore nero n.37. volevo sapere se c'è un altro colore oltre nero cosi ordinavo 2 paia	OrdiniAccountPersonali
Costi	FAQ
negozi a firenze	FAQ
punto vendita a Palermo di fly flot donna	FAQ
Un negozio a Piacenza	FAQ
viareggio lo shop piu vicino	FAQ
negozi a pescara	FAQ
pantofole piani senza tacco n 35	FAQ
Milano zona città studi	FAQ
Spett. Direzione. Potrei avere le ciabatte cod. 90630507 6L n.38 .Ringraziandovi Salvetti Palmiro	Prodotto
Punti vendita prov di Modena	FAQ
negocio de vendita  en roma via gallia	FAQ
Negozio vicino a movara	FAQ
Novara dove trovo punto vendita	FAQ
dove posso trovare il negozio di fly flot	FAQ
Citta roma dove trovo un negozio fly flot zona monte sacro?	FAQ
punti vendita	FAQ
le vostre scarpe da passeggio, che mi piacciono tanto, non le trovo piu. fino a qualche mese fa le trovavo a Marsciano in prov. di Perugia....	FAQ
grazie, chiamerò domani mattina al numero che mi hai dato	OrdiniAccountPersonali
COD. 90N30606 WH è disponibile n.37	Prodotto
Cercavo scarpe con la zeppa	Prodotto
Buongiorno, avrei bisogno di ricevere fattura per l'ordine che sto effettuando e di inserire, quindi i dati aziendali anziché i dati personali, nei campi predisposti.	OrdiniAccountPersonali
bUONA SERS HO EFFETTUATO IN DATA 12/10 L'ORDINE 2016-010417 NON MI è ANCORA ARRIVATA LA MERCE	OrdiniAccountPersonali
POSSO CONOSCERE STATO MIO ORDINE	OrdiniAccountPersonali
Buongiorno, il girono 13 ho ordinato un paio di scarpe nel vostr sito e mi devono ancora essere recapitate a casa.. ho chiamato per avere informazioni sullo status della spedizione e mi hanno deto che il corriere è passato il giorno 17 e anche 18. In quei giorni e anche ieri sono sempre rimasta a casa per aspettare il pacco, ma non ho visto arrivare nessuno. Avete novità?	FAQ
Sono Dall'Acqua Gloria e vorrei informazioni sullo status dell'ordine che ho fatto.	OrdiniAccountPersonali
punto vendita a Viareggio	FAQ
punto vendita fly flot a Viareggio	FAQ
Vorrei ordinare dal sito ma probabilmente la settimana prossima non sarò a casa.Posso concordare la consegna per lunedì prossimo?	FAQ
non vanno a buon fine i pagamenti con carta di credito	FAQ
come faccio a vedere il prezzo  degli articoli?	FAQ
Ciao! vorrei sapere come comprare le ciabatte Cod: 90070733 WE colore Rosa antico???	Prodotto
i punti vendita initalia	FAQ
negozi a pistoia	FAQ
Punto vendita a Lecco	FAQ
Ho aggiunto 3 prodotti al carello. Nella seconda pagina di Carello dove si sceglie la modalita del pagamento no si puo andare avamti. Ho scelto pagare con carta di credito ma quando ho clickatto conferma acquisto, la pagina si e bloccatta. La stessa cosa com l'opzione Pagare con PayPal. Mi potete aiutare?	FAQ
sostituzione articolo	FAQ
spese spedizione per sostituzione	FAQ
quale e la misura piu piccola	Prodotto
Negozio a Torino	FAQ
MI PIACEREBBE ORDINARE LA PANTOFOLA N° 39 DEL COD. 90L30581 TJ ROSSE O BLE' MA MANCA IL MIO NUMERO..AVRETE LE ALTRE? GRAZIE BUONA SERATA ISABELLA...	OrdiniAccountPersonali
vorrei vedere le ciabatte con i prezzi	Prodotto
come posso cambiare forma di pagamento?	FAQ
Ciabatte bimbo?	Prodotto
costi di spedizione ?	FAQ
dove vengono prodotti ?	FAQ
Guardavo il modello di pantofola 90170742TX..... sono adatte anche per uscire?????	Prodotto
dal sito ci sono solo due punti vendita in centri italia.	FAQ
