Buonasera, sono interessata ad aquistare l'articolo donna COD. 90810618 KE, ma non riesco a selezionare il colore. In automatico il sistema prende le ciabatte di colore blu e solo questo colore puÃ_ essere inserito nel carrello. Io invece le vorrei rosse...	Prodotto
salve, come posso acquistare il modello 90240754 SV ?	Prodotto
quali taglie ci sono	Prodotto
vorrei sapere la misura del tacco del modello 90L70645we	Prodotto
volevo sapere l altezza del tacco....	Prodotto
Buongiorno volevo ordinare un paio di ciabatte che in questo momento non sono disponibili, quando saranno disponibili il COD 90820094BC?	Prodotto
Quali sono le ciabatte durello	Prodotto
Ciabatte estive	Prodotto
Quali prezzi hanno	Prodotto
Spett. Direzione. Potrei avere le ciabatte cod. 90630507 6L n.38 .Ringraziandovi Salvetti Palmiro	Prodotto
Cercavo scarpe con la zeppa	Prodotto
Ciao! vorrei sapere come comprare le ciabatte Cod: 90070733 WE colore Rosa antico???	Prodotto
quale e la misura piu piccola	Prodotto
vorrei vedere le ciabatte con i prezzi	Prodotto
mi servirebbero ciabatte da uomo blu o nere con sottopiede in cuoio!!! potete aiutarmi??	Prodotto
Vorrei sapere se Ã¨ possibile avere un paio di ciabatte di in contrassegno	Prodotto
voglio vedere le ciabatte fly flot che si vedono nella pubblicitÃ  in televisione	Prodotto
vorrei rivedere le ciabatte fly flot che si vsdono nella pubbÃ_icitÃ  in tv. Grazie!	Prodotto
quali fly flot hanno il plantare estraibile	Prodotto
spero di trovarmi bene	SKIP
DOVE CERCO???	SKIP
Ã¨ disponibile sia in versione internazionale che asiatica?	Prodotto
ho capito questa cosa ma io volevo sapere altro	SKIP
no, volevo sapere la garanzia sui prodotti	Prodotto
quando sarÃ  disponibile lo xiaomi redmi note 3 pro?	Prodotto
volevo sapere se lo xiaomi mi4 versione 64g Ã¨ disponibile anche in nero	Prodotto
volevo sapere se lo xiami mi4 Ã¨ disponibile anche in nero	Prodotto
volevo sapere se leeco le 2 pro ci sara un recensione con la rom bb72	Prodotto
come si effettua l' impostazione della lingua italiana e del play store sullo xiaomi redmi 3 pro importato dall' europa?	Prodotto
xiaomi mi5	Prodotto
Save vorrei acquustare un xiaomi mi pad 2 64gb con windwos 10 vorrei sapere se fosse disponibile e i tempi di consegna..	Prodotto
salve vorrei acquistare un tablet xiaomi vorrei avere alcune informazioni aggiuntive	Prodotto
Redmi 3 pro installare lingua italiana	Prodotto
BUONGIORNO,HO ACQUISTATO UN XIAOMI MI5 VOLEVO SAPERE SE LA GARANZIA SI PUO' SCARICARE DAL SITO	Prodotto
Cosa significa stock rom? Non ha la lingua italiana e play store?	Prodotto
xiaomi	Prodotto
Xiaomi Redmi 3 2/16Gb - Oro [Spedizione dall'Europa] ha la rom internazionale?	Prodotto
volevo sapere se leeco le 2 dopo l'installazione della rom di bb72	Prodotto
salve, vorrei chiedere...Lo Xiaomi Redmi 3 pro spedito dalla Cina, dispone della lingua italiana?	Prodotto
vorrei vedere la foto del difetto del mi note pro rigenerato per capire bene il difetto	Prodotto
SAlve, vorrei capire se lo Xiaomi mi4 spedito da eurora a 159 presenta la lingua italiana installata	Prodotto
Buongiorno, vorrei saper se il mi4c ha giÃ  installato il menÃ_ in italiano e il play store	Prodotto
ciao volevo chiedere se il meizu m3 note asian versione ha qualche limitazione con quella europea e se Ã¨ disponibile	Prodotto
circa un anno fa ho acquistato un jiayu s2 andvanced sul vostro sito	Prodotto
vorrei degli accessori per letv	Prodotto
scusate ma non funziona il tasto invio per andare a capo.vorrei sapere quando e se sarÃ  disponibile lo XIAOMI REDMI NOTE 3 PRO NERO (spedizione europa) a 2/16 gb e 3/32 gb e se il prezzo rimarrÃ  lo stesso indicato ora sugli altri colori	Prodotto
Salve, oggi vorrei acquistare questo telefono http://www.grossoshop.net/it/spedizione-da-europa/xiaomi-mi4c-high-edition-dual-sim-android-5-1-snapdragon-hexa-core-64-bit-otg-4g-lte-3-32gb-grigio-scuro-spedizione-dall-europa.html	Prodotto
smartphone con rom italiano	Prodotto
Salve Ã¨ disponibile lo Xiaomi Redmi Note 3 Pro colore Oro spedizione dall	Prodotto
quando sarÃ  disponibile il leeco le2 in gray color?	Prodotto
Salve Ã¨ disponibile lo Xiaomi Redmi Note 3 Pro colore Oro spedito dall'Europa?	Prodotto
buongiorni ho acquistato da voi lo zenfone max, ho dovuto ripristinarlo e adesso non mi fa installare le app google, cosa devo fare?	Prodotto
salve quando sarÃ  di nuovo disponibile lo xiaomi redmi note 3 pro?	Prodotto
salve vorrei  comprare un buon telefono per circa 200â‚¬	Prodotto
Volevo sapere se lo xiaomi redmi 3 pro acquistato con spedizione dal Europa	Prodotto
salve volevo sapere se il xiaomi redmi note 3 pro ritorna disponibile dal europa	Prodotto
Salve, vorrei acquistare un redmi note 3 pro high. Volevo approfittare dell'offerta. Quando saranno nuovamente disponibili quelli con spedizione dall'europa a 239â‚¬ con i 3 omaggi?	Prodotto
volevo sapere la versione del xiaomi mi max da 64gb quando sara' disponibile?	Prodotto
verrei acquistare xiaomi mi5 e vorrei sapere se quando mi arriva avrÃ  la lingua intaliana e il play store installata	Prodotto
Salve volevo sapere acquistando il P9 plus la lingua Ã¨ italiana? in quanti giorni arriva?? garanzia europa? grazie	Prodotto
Salve, dovrei acquistare uno Xiaomi M2S da 64 gb e vorrei sapere le tempistiche di consegna. grazie e cordiali saluti.	Prodotto
buongiorno, sono interessato a XIAOMI REDMI NOTE 3 PRO HIGH EDITION 3/32GB, ma ho visot che non Ã¨ disponibile.	Prodotto
Salve, gentilmente potrei sapere tra quanto torna disponibile il seguente dispositivo: xiaomi redmi note 3 pro (europa), non importa il colore, grazie	Prodotto
Ordinando un xiaomi redmi 2 provenienza cina arriva giÃ  con lingua italiana installata?	Prodotto
ho appena acqustato lo xiaomi redmi 3 pro 32 come posso impoltare il linguaggio italiano	Prodotto
salve, ci sono possibilita che XIAOMI REDMI NOTE 3 PRO HIGH EDITION 3/32GB, ritorni disponibile per la promozione a 229 euro spedito da europa???	Prodotto
Buongiorno, volevo sapere se il HUAWEI p9 premium edition 4/64 GB Ã¨ dual sim e se ha la lingua italiana	Prodotto
Qualsiasi cellulare che cerco non lo trova	Prodotto
Salve disponibile P8 Max bianco?	Prodotto
buongiorno, vorrei comprare uno xiaomi red note 3 pro hight edition ma vorrei sapere se ha la lingua italiana. grazie	Prodotto
vorrei sapere come faccio a capire dalle specifiche tecniche se il ristema operativo installato Ã¨ asiatico (lingua cinese) o internazionale (inglese, italiano....)	Prodotto
xiaomi mi pad	Prodotto
ho acquistato un XIAOMI REDMI 3 PRO lo accendo solo cinese non riuscivo nemmeno a canbiare la lingua, penso che vendere smatphone e semplice pero sarebbe opportuno avvisare l'acquirente che il telefono arriva in cinese	Prodotto
vorrei sapere se lo xiaomi  red me note 3 pro Ã¨ con sprdizione dall'europa	Prodotto
for the product XIAOMI	Prodotto
Ciao, ho intenzione di comprare da voi un meizu m3 note, c'Ã¨ una guida per installare la lingua italiana?	Prodotto
Volevo sapere se sul prodotto LETV LEECO LE 2 3/32GB - ORO	Prodotto
Ciao sono intenzionato a comprare unl xiaomi redmi 3 pro...volevo sapere se Ã© possibile averlo in italiano o Ã© disponibile solo in inglese	Prodotto
xiaomi con lingua italiana?	Prodotto
Si sa quando sarÃ  disponibile la versione grigia o argento del leeco le2 x620?	Prodotto
Quanto dura la garanzia? Quali sono le condizioni di assistenza e garanzia? Quali difetti copre la garanzia e quali invece non rientrano	Prodotto
Quando saranno dinuoo disponibili i Xiaomi Redmi Note 3 Pro High edition dall'europa e con garanzia italia?	Prodotto
Ciao cerco xiaomi mi note pro nero da 64gb	Prodotto
xiaomi redmi3	Prodotto
avete Leeco Le Max ROM file 2 multi-lingua?	Prodotto
salve vorrei acquistare un honor x2 da 32gb  chiedevo se all.interno era gia presente il play store	Prodotto
Quanto costa lo xiaomi mi5?	Prodotto
Lo xiaomi redmi note 3 pro ha la rom in italiano	Prodotto
xiaomi mi 5 arriva con play store installato lingua italiana e OTA abilitato?	Prodotto
Salve mi interessa questo smartphone. Ma e versione italiana ho cinese? Funziona bene 4g Wind? Proviene da estero? Ce da pagare dazi doganali ed iva? Se si quanto ce da pagare? Ci sono installati playatore e lingua italiana?	Prodotto
xiaomi mi 5 a anche la lingua rumena	Prodotto
volevo sapere se lo xiaomi note 3 pro ha la lingua italiana	Prodotto
Salve la versione internazionale del pro 6 e la stesa che troverei sul sito ufficiale di meizu per l'italia?	Prodotto
vorrei avere informazioni sullo xiaomi mi5	Prodotto
Salve, vorrei conferma che la Rom installata sul telefono comrpende la lingua ialiana	Prodotto
quando saranno disponibili i meizu m3 note internazionali?	Prodotto
Buongiorno, lo xiaomi mi5 32gb nel prezzo Ã¨ compresa una cover?	Prodotto
salve volevo chjiederti una cosa. lingua italiana?	Prodotto
xiaomi redmi 3 pro italiani	Prodotto
Salve, vorrei sapere se Ã¨ possibile installare la rom ufficiale italiana su honor 7	Prodotto
Xiaomi Redmi 3 Pro 3/32Gb - Argento [Spedizione dall'Europa] Ã¨ ancora disponibile?	Prodotto
Buingiorno,vorrei sapere se nella scatola del meizu mx5 16 gb asia. che avete disponibile,contiene l'alimentatore per la ricarica rapida?grazie	Prodotto
Buona sera, ho sbagliato a digitare, vorrei sapere se la rom dello xiaomi redmi note 3 Ã¨ in italinao	Prodotto
xiaomi	Prodotto
salve sono luigi pollastrone e vorrei aiuto per installare la rom italiana sul redmi 3 pro acquistato qualche giorno fa.	Prodotto
Vorrei procedere all' acquisto di Xiaomi Mi4. Potrei sapere se il prodotto Ã¨ coperto da un' assistenza italiana?	Prodotto
Salve, vorrei sapere se il Letv le 2 pro x20 ( http://www.grossoshop.net/it/letv-it/letv-leeco-le-2-pro-helio-x20-4-32gb-oro.html ) arriverÃ  anche in altre colorazioni, grazie :)	Prodotto
lo xiaomi redme note 3 pro viene spedito dall'europa ed ha garanzia 2 anni ?	Prodotto
LeTv Le Eco Max 2 Ã¨ disponibile inversione 4/64 ?	Prodotto
Quando sarÃ  disponibile Xiaomi Mi 5 exclusive edition? In particolare la versione 4/128	Prodotto
Quanto costa lo Xiaomi Redmi 3 pro	Prodotto
Cosa c'Ã¨ all'interno dello xiaomi remi 3 pro?	Prodotto
che prezzo lo xiaomi redmi 3 pro?	Prodotto
Buonasera, vorrei sapere i tempi di attesa per xiaomi redmi 3 pro con spezione europa. Grazie	Prodotto
volevo sapere le condizioni del rigenerato	Prodotto
buongiorno, il mate 8 oro mocha che vendete ha il google play store installato?	Prodotto
salve, Ã¨ disponibile huawei p8?	Prodotto
acquistatio uno xiaomi mi4 ,arrivato perfetto bianco come richiesto ,unico dubbio io avevo scelto il mi 4 3gb/16   ma mi e' arrivato il mi 4 2gb/16  vorrei capire dove ho sbagliato ,se ho sbagliato io +	Prodotto
Ho acquistato uno xiaomi readmi 3 pro, vorrei sapere se esiste un firmware internazionale	Prodotto
volevo uno smartphone octa core	Prodotto
Buon giorno, le funzioni dei pulsanti soft touch accanto al pulsante home dello xiaomi mi5 sono intercambiabili?	Prodotto
salve, ero i nteressato al letv 1s ma vedo che ci sono perecchie differenze di prezzo e volevo conferma guardando meglio,che si riferiscono alla grandezza di memoria e forse anche come colore. ma lacosa che piÃ_ mi interessava e sapere se sono in lingua italiana. aspetto risposta. grazie da subito.	Prodotto
vorrei acquistare asus zenfone max bianco	Prodotto
Salve, desidero acquistare un huawei p8 max argento e c'Ã¨ scritto che costa 323â‚¬ lo metto nel carrello e mi scrive 330, come mai?	Prodotto
vorrei aquistare lo xiaomi redminote3 pro	Prodotto
volevo sapere se Ã¨ istallata la lingua italiana e play store. grazie	Prodotto
c'Ã¨ installato il play store?	Prodotto
Volevo sapere se lecco le 2 si poteva avere anche in un'altro colore	Prodotto
Asus Zenfone Max 4G White EU  Ã¨ disponibile con rom in ligua italiana?	Prodotto
buonasera, ma il LETV LEECO LE MAX 2 Ã¨ provvisto della lingua italiana?	Prodotto
Ciao,volevo sapere in caso di ripristino del cell ritorna alla condiione che voi me lo spedite?Oppure devo manualmente installare la rom?	Prodotto
vorrei sapere  il prezzo honor 7 16 gb	Prodotto
i vostri prodotti XIAOMI hanno la lingua italiana?	Prodotto
xiaomi redmi note 3 pro hight edition	Prodotto
volevo sapere tra quanto sarÃ  dispobile lo xiaomi redmi note 3 pro hight edition 32 gb con spedizione europea e di colore oro	Prodotto
salve ho comprato a marzo un xiaomi redi note 3 pro con provenienza dalla Cina. Ho letto le vostre indicazioni sul blog per installare la versione italiana ma le trovo troppo articolate. vorrei spedire a voi per l'installazione della versione italiana. come devo fare? il telefono non Ã¨ stato ancora usato per questa problematica.-attendo risposta.grazie	Prodotto
il redmi 3 pro dall'europa ha il play store instalalto?	Prodotto
buongiorno, sarei interessato a LeEco Le Max2. Qui sul sito vedo la versione con ROM stock. Non Ã¨ ancora disponibile con giÃ  installata la vostra ROM? Grazie	Prodotto
dove trovo smartphones single sim?	Prodotto
dove posso trovare gli smartphones single sim?	Prodotto
che firmware c'Ã¨ sullo xiaomi mi5?	Prodotto
Salve, sarei interessato ad acquistare Meizu M2 note e ho notato che sul sito Ã¨ presente soltanto in versione asiatica. E' disponibile la versione internazionale ed Ã¨ possibile farla installare da voi oppure dovrÃ_ vedermela da solo? Grazie mille in anticipo per il supporto.	Prodotto
salve volevo sapere  per il Mate 8 gold con quale Rom veniva consegnato cioe se aveva la lingua in italiano, grazie	Prodotto
che versione di miui monta il Codice articolo: Xiaomi Mi4c Standard Edition 4G 2/16Gb Dark Gray	Prodotto
Mi interessa Huawei p9 premium Ã¨ disponibile?	Prodotto
la versione del  firmware di xiaomi redmi note 3 pro Ã¨ internazionale?	Prodotto
Quando dovrebbe essere disponibile il Meizu M3 Note VERSIONE INTERNAZIONALE?	Prodotto
LeTV LeEco le2 Ha la frequenza 800 mhz 4G italiana	Prodotto
buongiorno, volevo info su honor 7 64 gb dual sim	Prodotto
AVETE LA BATTERIA PER LO XIAOMI REDMI NOTE 2	Prodotto
buongiorno volevo sapere se le eco le 2 max ha in previsione una rom come quella degli altri telefoni le eco.... cioÃ¨ in italiano e con le gapps installate	Prodotto
buongiorno vorrei comprare  lo smartphone  letv leECO 2 32 gb  che ho messo nel carrello volevo sapere se funziona in italia  e se va con l'operatore 3 grazie	Prodotto
che differenza c'Ã¨ tra il xiaomi redmi note 3 pro e la hight edition?	Prodotto
xiaomi redmi 3	Prodotto
Su questo modello posso installare windows 10 mobile?	Prodotto
Come posso installare il play store?	Prodotto
dove trovo gli smartphone dual sim?	Prodotto
XIAOMI REDMI 3 PRO 3/32GB - ORO [SPEDIZIONE DALL'EUROPA] e possibile averlo in lingua ITALIANO	Prodotto
Salve, ÃŸe ben ricordo fra gli omaggi oltre la cover, Ã¨ la lampadina led xiaomi ci doveva essere anche una pellicola vetro? PerchÃ© ho trovato una normale pellicola di plastica di qualitÃ  nin certo eccelsa.	Prodotto
nel meizu m3 note vers.internazionale c'Ã¨ la lingua italiana?	Prodotto
sono previsti omaggi se ordino un leeco 2 dall'europa?	Prodotto
Ciao, ho acquistato da voi uno Xiaomi Redmi 3 Pro 3/32Gb ma lo schermo sfarfalla: si vedono come delle linee orizzontali che salgono ciclicamente. Posso ovviare in qualche modo? Grazie, Elena	Prodotto
buon giorno vorrei sapere se la rom dello xiaomi redmi 3 pro 3/32Gb Ã¨ in italiano grazie	Prodotto
XIAOMI REDMI NOTE 3 PRO HIGH EDITION 3/32GB - GRIGIO	Prodotto
Buonasera, volevo acquistare uno xiaomi mi 5 sul vostro sito ma volevo avere informazioni riguardo la garanzia	Prodotto
lo xiaomi mi5 che rom monta?	Prodotto
buonasera, volevo sapere quando sarÃ  disponibile il modello letv leeco  16 gb  spedizione europa. grazie	Prodotto
Salve, volevo sapere nei i vostri smartphone vengono venduti con caricabatteria europeo oppure se Ã¨ necessario comprare un adattatore	Prodotto
sono Giovanni volevo delle informazioni riguardanti gli smartphone xiaomi	Prodotto
lo xiaomi mi5 nero 128gb non lo vendete mai piu?	Prodotto
buongiorno vorrei acquistare uno xiaomi redmi note 3 pro	Prodotto
xiaomi redmi 3 pro 3/32 ha la lingua italiana e se ha il root.	Prodotto
LeTV LeEco Le 2 3/32Gb - Gold Ã¨ disponibile?	Prodotto
xiaomi redmi 3 pro 3/32 ha la lingua italiana. Mi servirebbe senza root	Prodotto
quando sara disponibile meizu pro 6 versione internazionale	Prodotto
Volevo sapere se lo xiaomi mi5 viene venduto con la rom global, visto che non ho dimestichezza con il modfing	Prodotto
non vendete la pellicola di vetro e la custodia per lo xiaomi redmi 3 pro?	Prodotto
quale ROM Ã¨ installata su LETV LEECO LE 2 3/32GB - ORO [SPEDIZIONE DALL'EUROPA]	Prodotto
Buona sera. Chiedo se  XIAOMI REDMI 3 PRO 3/32GB ha la lingua italiana. Il cellulare mi serve senza root. Grazie. Massimo	Prodotto
Salve fra quanto sarÃ  disponibile il xiaomi mi5 4/128 ceramics.?	Prodotto
Salve, ho acquistato lo xiaomi redmi note 3 pro dal gruppo di acquisto, il cellulare Ã¨ arrivato ieri ma tra i regali ho trovato la pellicola in vetro temperato spaccata, c'Ã¨ qualche modo per riaverla?	Prodotto
questo prodotto Xiaomi Mi5 4G 3/32Gb White EU da 369,04	Prodotto
Buongiorno questo telefono Xiaomi Mi5 4G 3/32Gb White EU	Prodotto
Salve una informazione questo telefono Xiaomi Mi5 4G 3/32Gb White EU â‚¬369,04, Ã¨ ceramica e vetro?	Prodotto
Buongiorno, sono interessato all'acquisto di un mi4c della xiaomi, volevo conferma del fatto che la rom multilingua di miui.eu viene preinstallata da voi	Prodotto
Buongiorno volevo sapere che tipo di garanzia ha il huawei honor x2	Prodotto
La versione del software sullo xiaomi redmi 3 pro spedito dall'europa Ã¨ la versione internazionale con l'italiano?	Prodotto
devo comprare  Xiaomi Redmi 3 Pro 4G 3/32Gb Gold	Prodotto
devo comprare lo smarthphone  Xiaomi Redmi 3 Pro 4G 3/32Gb Gold	Prodotto
volevo sapere l'offerta valida per lo xiaomi mi5 32gb black	Prodotto
salve, per lo xiaomi mi5 32gb black in offerta a 337,64	Prodotto
Salve. Ero interessato allo xiaomi redmi note 3. Leggo che alcuni sono spediti dall'Europa, altri no. Cosa cambia?  Trovo la lingua italiana in entrambi?	Prodotto
Ero interessato a xiaomi redmi note 3	Prodotto
Vorrei acquistare un Redmi 3 Pro. In caso di spedizione dall'Europa esso arriverÃ  con rom internazionale(con l'italiano) e play store installato?	Prodotto
xiaomi redmi 3 pro	Prodotto
ciao, vorrei sapere se acquistando il redmi 3 pro c'Ã¨ installata la lingua italiana e il play store?	Prodotto
quando sarÃ  disponibile il LeTV LeEco Le2 3/32Gb EU	Prodotto
Inoltre volevo sapere se la lingua italiana possa arrivare automaticamente tramite gli aggiornamenti OTA di Xiaomi o Ã¨ necessario richiedere lo sblocco del bootloader all'azienda	Prodotto
buonasera pochi mesi fa ho acquistato un huawei p8 max 64 gb che mi e' arrivato con dhl da shenzen ,dall aplicazione che ho sul  telefono mi sembra di capire che ho solo un anno di garanzia.nel vostro sito ho letto che un anno lo da il produttore e un altro anno lo da grossoshop .chiaritemi le idee grazie..	Prodotto
Salve volevo sapere il note 3 pro con che rom arriva?	Prodotto
sono interessato all'acquisto di un MEIZU M2 NOTE VERSIONE ASIATICA 16GB - BIANCO e volevo chiedere alcune informazioni:	Prodotto
Xiaomi mi 5	Prodotto
Quando sarÃ  disponibile il Meizu m3 note versione internazionale con 3/32 Gb?	Prodotto
l'attacco dello xiaomi e' come il samsung?	Prodotto
salve volevo chiedere quando tornerÃ  disponibile lo xiaomi mi 5 pro in ceramica grazie in anticipo	Prodotto
volevo sapere quando sara disponibile	Prodotto
buongiorno, sono interessato al xiaomi mi5 32gb. volevo sapere se Ã¨ possibile averlo con la lingua italiana. In caso contrario sapere se potete inviarmi le istruzioni per poterla installare. grazie	Prodotto
salve lo xiaomi redmi 3 pro e dotato di lingua italiana?	Prodotto
cerco delle cuffie convenienti che costano sui 10/15 euro	Prodotto
Ciao volevo  sapere  se era  in lingua  italiana leeco l2?	Prodotto
Salve, dovrei acquistare un leeco 2 quando sarÃ  disponibile?	Prodotto
salve, quando sarÃ  nuovamente disponibile il meizu m3note versione 3gb ram internazionale?	Prodotto
Quando esce il meizu m3 note versione internazionale con 3/32 Gb?	Prodotto
Ho acquistato un lenovo vibe z2 pro con Rom cuoco 92	Prodotto
salve vorrei aquistare uno xiaomi mi 5 con lingua italiana, cosa	Prodotto
salve vorrei aquistare uno xiaomi mi 5 in lingua italiana cosa avete in offerta, quali sono le garanzie per eventuali problemi post aquisto e le tempistiche di riparazione	Prodotto
avrei bisogno di un'informazione su questo smartphone XIAOMI REDMI 3 2/16GB	Prodotto
Non conosco esattamente la versione ma ho visto che e possibile avere il sistema srnza app cinesi e con play store installato	Prodotto
Salve, lo xiaomi redmi 2 pro viene con il caricabatterie?	Prodotto
Si puo mettere l'italiano su lenovo vibe shot	Prodotto
Salve, sono interessato a comprare il LeEco Le 2 Max e volevo sapere se nella confezione Ã¨ presente il cavetto con attacco  Jack 3,5 mm	Prodotto
Salve, vorrei sapere su quale corriere italiano si basa sfexpress o se consegna un vettore incaricato sf stesso	Prodotto
XIAOMI REDMI NOTE 3 PRO HIGH EDITION 3/32GB - ORO	Prodotto
ciao   quando sarÃ   disponibile leeco in italiano?	Prodotto
quali smartphone hanno il led di notifica?	Prodotto
vorrei spere se nei prossimi giorni avete disponibile il cellulare jiayu s3 advanced grazie	Prodotto
perchÃ¨ il prezzo dello xiaomi mi 5 pro dall'offerta a 479.02 nel carrello esce 489.01?	Prodotto
Se allo xiaomi mi5 aggiungo la scheda sd di 32gb, che significa? Ha la memoria espandibile?	Prodotto
volevo sapere quando sarÃ  disponibile il xiaomi mi5 pro	Prodotto
il xiaomi mi5 con che software viene venduto?	Prodotto
leTv LeEco Le 2 rom italiana	Prodotto
Come installare multilingua e store su redmi 3 pro	Prodotto
Quando tornerÃ  disponibile il meizu mx5 in versione internazionale?	Prodotto
LeTV LeEco Le Max 2 4/32Gb -silver	Prodotto
Buongiorno, volevo sapere se asus zenfone max la rom e' completamente in italiano e se il playstore e' presente ,ho letto la scheda ma volevo esserne sicuro	Prodotto
Con quale firmware viene venduto il xiaomi mi5	Prodotto
Buingiorno volevo sapere se p9 premium 64gb aveva software iraliando e google play italiano...grazie	Prodotto
Ciao, volevo chiedere se lo xiaomi mi5 colorazione nera in offerta spedizione europa era la versione internazionale o quella cinese? Grazie	Prodotto
garanzia europea Huawei Honor 7 4G 3/64Gb Gold	Prodotto
Vorrei sapere quando sarÃ  disponibile lo xiaomi mi max 4gb 120 gb	Prodotto
xiaomi mi max 4 gb 128 gb quando sarÃ  disponibile in Italia?	Prodotto
All'accensione il telefono XIAOMI MI5 e' in inglese o in cinese?	Prodotto
Salve, io ho acquistato da voi uno Xiaomi redmi 3 Pro e volevo mettere la lingua italiana alla miui senza dover attendere il codice sblocco....mi riuscite ad aiutare?	Prodotto
Salve, vorrei acquistare uno smartphone, ma non ho ben capito come funziona la garanzia su Grossoshop. La garanzia ha un costo oppure Ã¨ compresa nel prezzo di vendita? PerchÃ¨ ho letto in giro che ha un costo di 19 euro.	Prodotto
si....ho acquistato da voi recentemente un xiaomi 3 pro e non ha la lingua italiana, inoltre con la scheda sim non va in linea, cosa devo fare ..mi sa indicare dove posso portarlo per implementare il play strore e la lingua italiana ?	Prodotto
Xiaomi Mi4c 2/16Gb - Grigio Scuro	Prodotto
vorrei sapere se l honor 7 ha la lingua italiana	Prodotto
salve, volevo sapere tra quanto sarÃ  disponibile il pro 6 internazionale a 340 euro	Prodotto
salve. Xiaomi redmi note 3 pro viene spedio dall'europa ?	Prodotto
Buonasera, volevo sapere se trattate anche lo smartphone infocus v5 e a che prezzo .Grazie	Prodotto
Quando sarÃ  disponibile il pro 6 in versione internazionale?	Prodotto
Redmi 3 xiaomi ce con la rom in italiano?	Prodotto
Quando sarÃ  disponibile la versione internazionale del software?	Prodotto
Quando sarÃ  disponibile la versione del software internazionale verrÃ  eseguito l'aggiornamento via OTA?	Prodotto
vorrei acquistare XIAOMI MI NOTE ANDROID 5.0 QUAD CORE 16GB 4G LTE NERO	Prodotto
salve vorrei sapere se i vostri smartphone hanno anche la lingua italiana	Prodotto
Salve, lo Xiaomi Redmi 3 Pro arriva giÃ  con play store installato?	Prodotto
buongiorno,vorrei sapere se uscira  mi5Xiaomi Mi5 Exclusive Edition 4/128Gb 3D Glass con lingua italiano e  google play store. grazie	Prodotto
Salve, sarei interessato all' acquisto di uno xiaomi mi5, tuttavia prima dell' acquisto avrei bisogno di alcuni chiarimenti. Nelle caratteristiche del cellulare c'Ã¨ scritto che viene inviato con la global rom languages, che non comprende l'italiano, ma ha giÃ  installate Google apps e la rom verrÃ  aggiornata tramite aggiornamento ota. Nel vostro blog, dove si spiega come procedere all'acquisto installazione della rom, viene detto che la lingua italiana sarÃ  disponibile attraverso prossimi aggiornamenti ota. PerciÃ_ la global rom da voi giÃ  installata riceverÃ  anche essa la lingua italiana tramite aggiornamento ota?	Prodotto
Ãˆ presente la lingua italiana su Xiaomi mi5?	Prodotto
Quando tornerÃ  disponibile lo xiaomi mi pad 2 windows 10 argento??	Prodotto
sarei interessata allo Xiaomi Redmi Note 3 Pro High Edition 3/32Gb - Oro	Prodotto
volevo sapere con certezza quale cpu monta	Prodotto
Devo installare manualmente la rom globale oppure il telefono  e giÃ  apposto?	Prodotto
xiaomi redmi 3 pro confronto con xiaomi note 3	Prodotto
che telefono mi consigliate?	Prodotto
Sarei interessato ad un nuovo cellulare xiaomi con urgenza perchÃ¨ mi serve per lavoro	Prodotto
